CPU Name,Brand,Generation,Series,Socket,Cores,Threads,GHz,TDP,Price,Link,Store,Model,Image URL
"AMD Ryzen 5 4500 (6C/12T, 3.60 GHz, 8MB Cache, 65W), MPK (TRAY CPU + COOLER)",AMD,Zen 2,Ryzen 5,AM4,6,12,3.6,65W,149.76,https://www.dateks.lv/cenas/procesori-amd/827740-amd-ryzen-5-4500-6c-12t-3-60-ghz-8mb-cache-65w-mpk-tray-cpu-cooler-,Dateks,Ryzen 5 4500,https://www.dateks.lv/images/pic/1200/1200/519/701.jpg
"AMD Ryzen 5 7500F (6C/12T, 3.70 GHz, 32MB Cache, 65W), TRAY",AMD,Zen 4,Ryzen 5,AM5,6,12,3.7,65W,153.54,https://www.dateks.lv/cenas/procesori-amd/992077-amd-ryzen-5-7500f-6c-12t-3-70-ghz-32mb-cache-65w-tray,Dateks,Ryzen 5 7500F,https://www.dateks.lv/images/pic/1200/1200/430/1716.jpg
"AMD Ryzen 7 5700X (8C/16T, 3,40 GHz, 32MB Cache, 65W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.4,65W,153.71,https://www.dateks.lv/cenas/procesori-amd/825559-amd-ryzen-7-5700x-8c-16t-3-40-ghz-32mb-cache-65w-,Dateks,Ryzen 7 5700X,https://www.dateks.lv/images/pic/1200/1200/658/789.jpg
"AMD Ryzen 5 8500G (6C/12T, 3.50 GHz, 16MB Cache, 65W)",AMD,Zen 4,Ryzen 5,AM5,6,12,4.1,65W,155.55,https://www.dateks.lv/cenas/procesori-amd/1060852-amd-ryzen-5-8500g-6c-12t-3-50-ghz-16mb-cache-65w-,Dateks,Ryzen 5 8500G,https://www.dateks.lv/images/pic/1200/1200/026/1598.jpg
"AMD Ryzen 7 5700 (8C/16T, 3.7 GHz, 16MB Cache, 65W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.7,65W,161.05,https://www.dateks.lv/cenas/procesori-amd/1063375-amd-ryzen-7-5700-8c-16t-3-7-ghz-16mb-cache-65w-,Dateks,Ryzen 7 5700,https://www.dateks.lv/images/pic/1200/1200/670/1597.jpg
"AMD Ryzen 7 8700F (8C/16T,",AMD,Zen 4,Ryzen 7,AM5,8,16,4.1,65W,164.97,https://www.dateks.lv/cenas/procesori-amd/1103278-amd-ryzen-7-8700f-8c-16t-4-1ghz-16mb-cache-65w-tray,Dateks,Ryzen 7 8700F,https://www.dateks.lv/images/pic/1200/1200/193/1748.jpg
"AMD Ryzen 7 5700G (8C/16T, 3.80 GHz, 16MB Cache, Vega 8, 65W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.8,65W,166.87,https://www.dateks.lv/cenas/procesori-amd/721047-amd-ryzen-7-5700g-8c-16t-3-80-ghz-16mb-cache-vega-8-65w-,Dateks,Ryzen 7 5700G,https://www.dateks.lv/images/pic/1200/1200/357/1028.jpg
"AMD Ryzen 5 5600GT (6C/12T, 3.60 GHz, 16MB Cache, 65W), TRAY with Wraith Stealth Cooler",AMD,Zen 3,Ryzen 5,AM4,6,12,3.6,65W,169.22,https://www.dateks.lv/cenas/procesori-amd/1211246-amd-ryzen-5-5600gt-6c-12t-3-60-ghz-16mb-cache-65w-tray-with-wraith-stealth-cooler,Dateks,Ryzen 5 5600GT,https://www.dateks.lv/images/pic/1200/1200/434/1802.jpg
"AMD Ryzen 7 5800X (8C/16T, 3.80 GHz, 32MB Cache, 105W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.8,105W,172.88,https://www.dateks.lv/cenas/procesori-amd/622421-amd-ryzen-7-5800x-8c-16t-3-80-ghz-32mb-cache-105w-,Dateks,Ryzen 7 5800X,https://www.dateks.lv/images/pic/1200/1200/658/789.jpg
"AMD Ryzen 5 8400F (6C/12T, 4.20 GHz, 16MB Cache, 65W), TRAY with Cooler",AMD,Zen 4,Ryzen 5,AM5,6,12,4.0,65W,178.84,https://www.dateks.lv/cenas/procesori-amd/1211242-amd-ryzen-5-8400f-6c-12t-4-20-ghz-16mb-cache-65w-tray-with-cooler,Dateks,Ryzen 5 8400F,https://www.dateks.lv/images/pic/1200/1200/218/1907.jpg
"AMD Ryzen 5 8600G (6C/12T, 4.30 GHz, 16MB Cache, 65W)",AMD,Zen 4,Ryzen 5,AM5,6,12,4.3,65W,190.24,https://www.dateks.lv/cenas/procesori-amd/1062766-amd-ryzen-5-8600g-6c-12t-4-30-ghz-16mb-cache-65w-,Dateks,Ryzen 5 8600G,https://www.dateks.lv/images/pic/1200/1200/667/1597.jpg
"AMD Ryzen 7 5800XT (8C/16T, 3.80 GHz, 32MB Cache, 105W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.8,105W,198.88,https://www.dateks.lv/cenas/procesori-amd/1128387-amd-ryzen-7-5800xt-8c-16t-3-80-ghz-32mb-cache-105w-,Dateks,Ryzen 7 5800XT,https://www.dateks.lv/images/pic/1200/1200/851/1778.jpg
"AMD Ryzen 5 7600 (6C/12T, 3.80 GHz, 32MB Cache, 65W)",AMD,Zen 4,Ryzen 5,AM5,6,12,3.8,65W,205.73,https://www.dateks.lv/cenas/procesori-amd/928583-amd-ryzen-5-7600-6c-12t-3-80-ghz-32mb-cache-65w-,Dateks,Ryzen 5 7600,https://www.dateks.lv/images/pic/1200/1200/710/1357.jpg
"AMD Ryzen 5 5600XT (6C/12T, 3.70 GHz, 32MB Cache, 65W), TRAY",AMD,Zen 3,Ryzen 5,AM4,6,12,3.7,65W,224.92,https://www.dateks.lv/cenas/procesori-amd/1211238-amd-ryzen-5-5600xt-6c-12t-3-70-ghz-32mb-cache-65w-tray,Dateks,Ryzen 5 5600XT,https://www.dateks.lv/images/pic/1200/1200/709/1756.jpg
"AMD Ryzen 7 8700F (8C/16T, 4.10 GHz, 16MB Cache, 65W)",AMD,Zen 4,Ryzen 7,AM5,8,16,4.1,65W,246.37,https://www.dateks.lv/cenas/procesori-amd/1102079-amd-ryzen-7-8700f-8c-16t-4-10-ghz-16mb-cache-65w-,Dateks,Ryzen 7 8700F,https://www.dateks.lv/images/pic/1200/1200/341/1754.jpg
"AMD Ryzen 7 5700X3D (8C/16T, 3.00 GHz, 96MB Cache, 105W)",AMD,Zen 3,Ryzen 7,AM4,8,16,3.0,105W,257.0,https://www.dateks.lv/cenas/procesori-amd/1062769-amd-ryzen-7-5700x3d-8c-16t-3-00-ghz-96mb-cache-105w-,Dateks,Ryzen 7 5700X3D,https://www.dateks.lv/images/pic/1200/1200/669/1597.jpg
"AMD Ryzen 7 8700G (8C/16T, 4.20 GHz, 16MB Cache, 65W)",AMD,Zen 4,Ryzen 7,AM5,8,16,4.2,65W,278.13,https://www.dateks.lv/cenas/procesori-amd/1062765-amd-ryzen-7-8700g-8c-16t-4-20-ghz-16mb-cache-65w-,Dateks,Ryzen 7 8700G,https://www.dateks.lv/images/pic/1200/1200/027/1598.jpg
"AMD Ryzen 7 5800XT (8C/16T, 3.80 GHz, 32MB Cache, 105W), TRAY",AMD,Zen 3,Ryzen 7,AM4,8,16,3.8,105W,284.96,https://www.dateks.lv/cenas/procesori-amd/1164853-amd-ryzen-7-5800xt-8c-16t-3-80-ghz-32mb-cache-105w-tray,Dateks,Ryzen 7 5800XT,https://www.dateks.lv/images/pic/1200/1200/375/1695.jpg
"AMD Ryzen 9 7900 (12C/24T, 3.70 GHz, 64MB Cache, 65W), TRAY",AMD,Zen 4,Ryzen 9,AM5,12,24,3.7,65W,289.7,https://www.dateks.lv/cenas/procesori-amd/985825-amd-ryzen-9-7900-12c-24t-3-70-ghz-64mb-cache-65w-tray,Dateks,Ryzen 9 7900,https://www.dateks.lv/images/pic/1200/1200/432/1716.jpg
"AMD Ryzen 7 7700 (8C/16T, 3.80 GHz, 32MB Cache, 65W)",AMD,Zen 4,Ryzen 7,AM5,8,16,3.8,65W,306.16,https://www.dateks.lv/cenas/procesori-amd/928581-amd-ryzen-7-7700-8c-16t-3-80-ghz-32mb-cache-65w-,Dateks,Ryzen 7 7700,https://www.dateks.lv/images/pic/1200/1200/709/1357.jpg
"AMD Ryzen 9 5900XT (16C/32T, 3.30 GHz, 64MB Cache, 105W)",AMD,Zen 3,Ryzen 9,AM4,12,24,3.3,105W,311.95,https://www.dateks.lv/cenas/procesori-amd/1128386-amd-ryzen-9-5900xt-16c-32t-3-30-ghz-64mb-cache-105w-,Dateks,Ryzen 9 5900XT,https://www.dateks.lv/images/pic/1200/1200/843/1778.jpg
"AMD Ryzen 7 9700X (8C/16T, 3.80 GHz, 32MB Cache, 65W), TRAY",AMD,Zen 5,Ryzen 7,AM5,8,16,4.5,105W,330.05,https://www.dateks.lv/cenas/procesori-amd/1197338-amd-ryzen-7-9700x-8c-16t-3-80-ghz-32mb-cache-65w-tray,Dateks,Ryzen 7 9700X,https://www.dateks.lv/images/pic/1200/1200/493/1847.jpg
"AMD Ryzen 7 5700X (8C/16T, 3.40 GHz, 32MB Cache, 65W), TRAY with Wraith Spire Cooler",AMD,Zen 3,Ryzen 7,AM4,8,16,3.4,65W,342.94,https://www.dateks.lv/cenas/procesori-amd/1211245-amd-ryzen-7-5700x-8c-16t-3-40-ghz-32mb-cache-65w-tray-with-wraith-spire-cooler,Dateks,Ryzen 7 5700X,https://www.dateks.lv/images/pic/1200/1200/434/1802.jpg
"AMD Ryzen 9 5950X (16C/32T, 3.40 GHz, 64MB Cache, 105W)",AMD,Zen 3,Ryzen 9,AM4,16,32,3.4,105W,360.24,https://www.dateks.lv/cenas/procesori-amd/622420-amd-ryzen-9-5950x-16c-32t-3-40-ghz-64mb-cache-105w-,Dateks,Ryzen 9 5950X,https://www.dateks.lv/images/pic/1200/1200/657/789.jpg
"AMD Ryzen 9 7900X (12C/24T, 4.70 GHz, 64MB Cache, 170W)",AMD,Zen 4,Ryzen 9,AM5,12,24,4.7,170W,370.91,https://www.dateks.lv/cenas/procesori-amd/893887-amd-ryzen-9-7900x-12c-24t-4-70-ghz-64mb-cache-170w-,Dateks,Ryzen 9 7900X,https://www.dateks.lv/images/pic/1200/1200/008/1291.jpg
"AMD Ryzen 9 7900X (12C/24T, 4.70 GHz, 64MB Cache, 170W), TRAY",AMD,Zen 4,Ryzen 9,AM5,12,24,4.7,170W,377.74,https://www.dateks.lv/cenas/procesori-amd/900117-amd-ryzen-9-7900x-12c-24t-4-70-ghz-64mb-cache-170w-tray,Dateks,Ryzen 9 7900X,https://www.dateks.lv/images/pic/1200/1200/432/1716.jpg
"AMD Ryzen 7 7800X3D (8C/16T, 4.20 GHz, 96MB Cache, 120W), TRAY",AMD,Zen 4,Ryzen 7,AM5,8,16,4.2,120W,383.04,https://www.dateks.lv/cenas/procesori-amd/960064-amd-ryzen-7-7800x3d-8c-16t-4-20-ghz-96mb-cache-120w-tray,Dateks,Ryzen 7 7800X3D,https://www.dateks.lv/images/pic/1200/1200/432/1716.jpg
"AMD Ryzen 9 5900XT (16C/32T, 3.30 GHz, 64MB Cache, 105W), TRAY",AMD,Zen 3,Ryzen 9,AM4,12,24,3.3,105W,398.81,https://www.dateks.lv/cenas/procesori-amd/1175367-amd-ryzen-9-5900xt-16c-32t-3-30-ghz-64mb-cache-105w-tray,Dateks,Ryzen 9 5900XT,https://www.dateks.lv/images/pic/1200/1200/152/1673.jpg
"AMD Ryzen 7 5800X (8C/16T, 3.80 GHz, 32MB Cache, 105W), TRAY",AMD,Zen 3,Ryzen 7,AM4,8,16,3.8,105W,505.54,https://www.dateks.lv/cenas/procesori-amd/692431-amd-ryzen-7-5800x-8c-16t-3-80-ghz-32mb-cache-105w-tray,Dateks,Ryzen 7 5800X,https://www.dateks.lv/images/pic/1200/1200/519/701.jpg
"AMD Ryzen 9 9900X (12C/24T, 4.40 GHz, 64MB Cache, 120W), TRAY",AMD,Zen 5,Ryzen 9,AM5,12,24,4.4,170W,505.54,https://www.dateks.lv/cenas/procesori-amd/1175142-amd-ryzen-9-9900x-12c-24t-4-40-ghz-64mb-cache-120w-tray,Dateks,Ryzen 9 9900X,https://www.dateks.lv/images/pic/1200/1200/493/1847.jpg
"AMD Ryzen 9 7900 (12C/24T, 3.70 GHz, 64MB Cache, 65W), TRAY with Wraith Prism Cooler",AMD,Zen 4,Ryzen 9,AM5,12,24,3.7,65W,511.76,https://www.dateks.lv/cenas/procesori-amd/1211244-amd-ryzen-9-7900-12c-24t-3-70-ghz-64mb-cache-65w-tray-with-wraith-prism-cooler,Dateks,Ryzen 9 7900,https://www.dateks.lv/images/pic/1200/1200/863/1917.jpg
"AMD Ryzen 9 7950X (16C/32T, 4.50 GHz, 64MB Cache, 170W)",AMD,Zen 4,Ryzen 9,AM5,16,32,4.5,170W,514.77,https://www.dateks.lv/cenas/procesori-amd/893886-amd-ryzen-9-7950x-16c-32t-4-50-ghz-64mb-cache-170w-,Dateks,Ryzen 9 7950X,https://www.dateks.lv/images/pic/1200/1200/008/1291.jpg
"AMD Ryzen 9 9950X (16C/32T, 4.30 GHZ, 64MB Cache, 170W), TRAY",AMD,Zen 5,Ryzen 9,AM5,16,32,4.3,170W,584.49,https://www.dateks.lv/cenas/procesori-amd/1188928-amd-ryzen-9-9950x-16c-32t-4-30-ghz-64mb-cache-170w-tray,Dateks,Ryzen 9 9950X,https://www.dateks.lv/images/pic/1200/1200/493/1847.jpg
"AMD Ryzen 9 5900X (12C/24T, 3.70 GHz, 64MB Cache, 105W), TRAY",AMD,Zen 3,Ryzen 9,AM4,12,24,3.7,105W,638.37,https://www.dateks.lv/cenas/procesori-amd/692430-amd-ryzen-9-5900x-12c-24t-3-70-ghz-64mb-cache-105w-tray,Dateks,Ryzen 9 5900X,https://www.dateks.lv/images/pic/1200/1200/519/701.jpg
"AMD Ryzen 9 9900X3D (12C/24T, 4.40 GHz, 128MB Cache, 120W)",AMD,Zen 5,Ryzen 9,AM5,12,24,4.4,120W,698.76,https://www.dateks.lv/cenas/procesori-amd/1200266-amd-ryzen-9-9900x3d-12c-24t-4-40-ghz-128mb-cache-120w-,Dateks,Ryzen 9 9900X3D,https://www.dateks.lv/images/pic/1200/1200/332/1897.jpg
"AMD Ryzen 9 9900X3D (12C/24T, 4.40 GHz, 128MB Cache, 120W), TRAY",AMD,Zen 5,Ryzen 9,AM5,12,24,4.4,120W,726.92,https://www.dateks.lv/cenas/procesori-amd/1218417-amd-ryzen-9-9900x3d-12c-24t-4-40-ghz-128mb-cache-120w-tray,Dateks,Ryzen 9 9900X3D,https://www.dateks.lv/images/pic/1200/1200/432/1716.jpg
"AMD Ryzen 9 9950X3D (16C/32T, 4.30 GHz, 128MB Cache, 170W), TRAY",AMD,Zen 5,Ryzen 9,AM5,16,32,4.3,170W,844.99,https://www.dateks.lv/cenas/procesori-amd/1202523-amd-ryzen-9-9950x3d-16c-32t-4-30-ghz-128mb-cache-170w-tray,Dateks,Ryzen 9 9950X3D,https://www.dateks.lv/images/pic/1200/1200/219/1907.jpg
"AMD Ryzen 9 5950X (16C/32T, 3.40 GHz, 64MB Cache, 105W), TRAY",AMD,Zen 3,Ryzen 9,AM4,16,32,3.4,105W,932.5,https://www.dateks.lv/cenas/procesori-amd/692429-amd-ryzen-9-5950x-16c-32t-3-40-ghz-64mb-cache-105w-tray,Dateks,Ryzen 9 5950X,https://www.dateks.lv/images/pic/1200/1200/519/701.jpg
"Intel Core i3-12100F (4C/8T, 3.30 GHz, 12MB Cache, LGA1700, 60W)",Intel,12th,i3,LGA1700,4,8,3.3,58W,85.4,https://www.dateks.lv/cenas/procesori-intel/796785-intel-core-i3-12100f-4c-8t-3-30-ghz-12mb-cache-lga1700-60w-,Dateks,Core i3-12100F,https://www.dateks.lv/images/pic/1200/1200/199/1117.jpg
"Intel Core i3-14100F (4C/8T, 3.50 GHz, 12MB Cache, LGA1700, 58W), TRAY",Intel,14th,i3,LGA1700,4,8,3.5,58W,87.51,https://www.dateks.lv/cenas/procesori-intel/1051758-intel-core-i3-14100f-4c-8t-3-50-ghz-12mb-cache-lga1700-58w-tray,Dateks,Core i3-14100F,https://www.dateks.lv/images/pic/1200/1200/890/1577.jpg
"Intel Core i5-10400F (6C/12T, 2.90 GHz, 12MB Cache, LGA1200, 65W), TRAY",Intel,10th,i5,LGA1200,6,12,2.9,65W,90.49,https://www.dateks.lv/cenas/procesori-intel/534499-intel-core-i5-10400f-6c-12t-2-90-ghz-12mb-cache-lga1200-65w-tray,Dateks,Core i5-10400F,https://www.dateks.lv/images/pic/1200/1200/822/665.jpg
"Intel Core i3-13100F (4C/8T, 3.40 GHz, 12 MB Cache, LGA1700, 60W)",Intel,13th,i3,LGA1700,4,8,3.4,58W,90.86,https://www.dateks.lv/cenas/procesori-intel/927118-intel-core-i3-13100f-4c-8t-3-40-ghz-12-mb-cache-lga1700-60w-,Dateks,Core i3-13100F,https://www.dateks.lv/images/pic/1200/1200/127/1354.jpg
"Intel Core i3-14100F (4P/8T, 3.5 GHz, 12 MB Cache, LGA1700, 58W)",Intel,14th,i3,LGA1700,4,8,3.5,58W,92.69,https://www.dateks.lv/cenas/procesori-intel/1050263-intel-core-i3-14100f-4p-8t-3-5-ghz-12-mb-cache-lga1700-58w-,Dateks,Core i3-14100F,https://www.dateks.lv/images/pic/1200/1200/223/1574.jpg
"Intel Core i3-10105 (4C/8T, 3.70 GHz, 6MB Cache, LGA1200, 65W), TRAY",Intel,10th,i3,LGA1200,4,8,3.7,65W,99.55,https://www.dateks.lv/cenas/procesori-intel/774495-intel-core-i3-10105-4c-8t-3-70-ghz-6mb-cache-lga1200-65w-tray,Dateks,Core i3-10105,https://www.dateks.lv/images/pic/1200/1200/270/765.jpg
"Intel Core i3-10105 (4C/8T, 3.70 GHz, 6MB Cache, LGA1200, 65W)",Intel,10th,i3,LGA1200,4,8,3.7,65W,100.46,https://www.dateks.lv/cenas/procesori-intel/693461-intel-core-i3-10105-4c-8t-3-70-ghz-6mb-cache-lga1200-65w-,Dateks,Core i3-10105,https://www.dateks.lv/images/pic/1200/1200/548/771.jpg
"Intel Core i5-11400F (6C/12T, 2.60 GHz, 12MB Cache, LGA1200, 65W), TRAY",Intel,11th,i5,LGA1200,6,12,2.6,65W,105.38,https://www.dateks.lv/cenas/procesori-intel/718823-intel-core-i5-11400f-6c-12t-2-60-ghz-12mb-cache-lga1200-65w-tray,Dateks,Core i5-11400F,https://www.dateks.lv/images/pic/1200/1200/257/1028.jpg
"Intel Core i3-12100 (4C/8T, 3.30 GHz, 12MB Cache, LGA1700, 60W), TRAY",Intel,12th,i3,LGA1700,4,8,3.3,60W,106.28,https://www.dateks.lv/cenas/procesori-intel/856722-intel-core-i3-12100-4c-8t-3-30-ghz-12mb-cache-lga1700-60w-tray,Dateks,Core i3-12100,https://www.dateks.lv/images/pic/1200/1200/960/1449.jpg
"Intel Core i3-10100 (4C/8T, 3.60 GHz, 6MB Cache, LGA1200, 65W)",Intel,10th,i3,LGA1200,4,8,3.6,65W,107.06,https://www.dateks.lv/cenas/procesori-intel/566836-intel-core-i3-10100-4c-8t-3-60-ghz-6mb-cache-lga1200-65w-,Dateks,Core i3-10100,https://www.dateks.lv/images/pic/1200/1200/548/771.jpg
"Intel Core i5-10400F (6C/12T, 2.90 GHz, 12MB Cache, LGA1200, 65W)",Intel,10th,i5,LGA1200,6,12,2.9,65W,107.82,https://www.dateks.lv/cenas/procesori-intel/534486-intel-core-i5-10400f-6c-12t-2-90-ghz-12mb-cache-lga1200-65w-,Dateks,Core i5-10400F,https://www.dateks.lv/images/pic/1200/1200/886/661.jpg
"Intel Core i3-13100 (4C/8T, 3.40 GHz, 12MB Cache, LGA1700, 60W), TRAY",Intel,13th,i3,LGA1700,4,8,3.4,60W,113.14,https://www.dateks.lv/cenas/procesori-intel/940353-intel-core-i3-13100-4c-8t-3-40-ghz-12mb-cache-lga1700-60w-tray,Dateks,Core i3-13100,https://www.dateks.lv/images/pic/1200/1200/960/1449.jpg
"Intel Core i3-10100 (4C/8T, 3.60 GHz, 6MB Cache, LGA1200, 65W), TRAY",Intel,10th,i3,LGA1200,4,8,3.6,65W,116.2,https://www.dateks.lv/cenas/procesori-intel/539914-intel-core-i3-10100-4c-8t-3-60-ghz-6mb-cache-lga1200-65w-tray,Dateks,Core i3-10100,https://www.dateks.lv/images/pic/1200/1200/590/1069.jpg
"Intel Core i3-14100 (4C/8T, 3.50 GHz, 12MB Cache, LGA1700, 60W), TRAY",Intel,14th,i3,LGA1700,4,8,3.5,60W,116.65,https://www.dateks.lv/cenas/procesori-intel/1051757-intel-core-i3-14100-4c-8t-3-50-ghz-12mb-cache-lga1700-60w-tray,Dateks,Core i3-14100,https://www.dateks.lv/images/pic/1200/1200/890/1577.jpg
"Intel Core i5-12400F (6C/12T, 2.50 GHz, 18MB Cache, LGA1700, 65W)",Intel,12th,i5,LGA1700,6,12,2.5,65W,120.69,https://www.dateks.lv/cenas/procesori-intel/796919-intel-core-i5-12400f-6c-12t-2-50-ghz-18mb-cache-lga1700-65w-,Dateks,Core i5-12400F,https://www.dateks.lv/images/pic/1200/1200/218/1117.jpg
"Intel Core i3-12100 (4C/8T, 3.30 GHz, 12MB Cache, LGA1700, 60W)",Intel,12th,i3,LGA1700,4,8,3.3,60W,121.26,https://www.dateks.lv/cenas/procesori-intel/796784-intel-core-i3-12100-4c-8t-3-30-ghz-12mb-cache-lga1700-60w-,Dateks,Core i3-12100,https://www.dateks.lv/images/pic/1200/1200/187/1117.jpg
"Intel Core i5-13400F (6P+4E/16T, 2.50 GHz, 20MB Cache, LGA1700, 65W), TRAY",Intel,13th,i5,LGA1700,10,16,2.5,65W,122.21,https://www.dateks.lv/cenas/procesori-intel/941154-intel-core-i5-13400f-6p-4e-16t-2-50-ghz-20mb-cache-lga1700-65w-tray,Dateks,Core i5-13400F,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-11400 (6C/12T, 2.60 GHz, 12MB Cahe, LGA1200, 65W), TRAY",Intel,11th,i5,LGA1200,6,12,2.6,65W,124.8,https://www.dateks.lv/cenas/procesori-intel/711704-intel-core-i5-11400-6c-12t-2-60-ghz-12mb-cahe-lga1200-65w-tray,Dateks,Core i5-11400,https://www.dateks.lv/images/pic/1200/1200/257/1028.jpg
"Intel Core i5-10600KF (6C/12T, 4.10 GHz, 12MB Cache, LGA1200, 125W)",Intel,10th,i5,LGA1200,6,12,4.1,125W,125.39,https://www.dateks.lv/cenas/procesori-intel/534488-intel-core-i5-10600kf-6c-12t-4-10-ghz-12mb-cache-lga1200-125w-,Dateks,Core i5-10600KF,https://www.dateks.lv/images/pic/1200/1200/218/663.jpg
"Intel Core i5-10400 (6C/12T, 2.90 GHz, 12MB Cache, LGA1200, 65W), TRAY",Intel,10th,i5,LGA1200,6,12,2.9,65W,129.0,https://www.dateks.lv/cenas/procesori-intel/815227-intel-core-i5-10400-6c-12t-2-90-ghz-12mb-cache-lga1200-65w-tray,Dateks,Core i5-10400,https://www.dateks.lv/images/pic/1200/1200/822/665.jpg
"Intel Core i5-10400 (6C/12T, 2.90 GHz, 12MB Cache, LGA1200, 65W)",Intel,10th,i5,LGA1200,6,12,2.9,65W,129.54,https://www.dateks.lv/cenas/procesori-intel/532960-intel-core-i5-10400-6c-12t-2-90-ghz-12mb-cache-lga1200-65w-,Dateks,Core i5-10400,https://www.dateks.lv/images/pic/1200/1200/886/661.jpg
"Intel Core i3-13100 (4C/8T, 3.40 GHz, 12 MB Cache, LGA1700, 60W)",Intel,13th,i3,LGA1700,4,8,3.4,60W,130.26,https://www.dateks.lv/cenas/procesori-intel/927117-intel-core-i3-13100-4c-8t-3-40-ghz-12-mb-cache-lga1700-60w-,Dateks,Core i3-13100,https://www.dateks.lv/images/pic/1200/1200/127/1354.jpg
"Intel Core i5-14400F (6P+4E/16T, 2.50 GHz, 20MB Cache, LGA1700, 65W), TRAY",Intel,14th,i5,LGA1700,10,16,2.5,65W,131.27,https://www.dateks.lv/cenas/procesori-intel/1051760-intel-core-i5-14400f-6p-4e-16t-2-50-ghz-20mb-cache-lga1700-65w-tray,Dateks,Core i5-14400F,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-12400 (6C/12T, 2.50 GHz, 18MB Cache, LGA1700, 65W), TRAY",Intel,12th,i5,LGA1700,6,12,2.5,65W,144.59,https://www.dateks.lv/cenas/procesori-intel/886456-intel-core-i5-12400-6c-12t-2-50-ghz-18mb-cache-lga1700-65w-tray,Dateks,Core i5-12400,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-13400F (6P+4E/16T, 2.50 GHz, 20 MB Cache, LGA1700, 65W)",Intel,13th,i5,LGA1700,10,16,2.5,65W,146.08,https://www.dateks.lv/cenas/procesori-intel/927120-intel-core-i5-13400f-6p-4e-16t-2-50-ghz-20-mb-cache-lga1700-65w-,Dateks,Core i5-13400F,https://www.dateks.lv/images/pic/1200/1200/126/1354.jpg
"Intel Core i5-12400 (6C/12T, 2.50 GHz, 18MB Cache, LGA1700, 65W)",Intel,12th,i5,LGA1700,6,12,2.5,65W,153.36,https://www.dateks.lv/cenas/procesori-intel/796786-intel-core-i5-12400-6c-12t-2-50-ghz-18mb-cache-lga1700-65w-,Dateks,Core i5-12400,https://www.dateks.lv/images/pic/1200/1200/215/1117.jpg
"Intel Core i5-13400 (6P+4E/16T, 2.50 GHz, 20MB Cache, LGA1700, 65W), TRAY",Intel,13th,i5,LGA1700,10,16,2.5,65W,153.93,https://www.dateks.lv/cenas/procesori-intel/940355-intel-core-i5-13400-6p-4e-16t-2-50-ghz-20mb-cache-lga1700-65w-tray,Dateks,Core i5-13400,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-11600 (6C/12T, 2.80 GHz, 12MB Cache, LGA1200, 65W), TRAY",Intel,11th,i5,LGA1200,6,12,2.8,65W,157.81,https://www.dateks.lv/cenas/procesori-intel/852665-intel-core-i5-11600-6c-12t-2-80-ghz-12mb-cache-lga1200-65w-tray,Dateks,Core i5-11600,https://www.dateks.lv/images/pic/1200/1200/383/1121.jpg
"Intel Core i3-14100T (4C/8T, 2.70 GHz, 12MB Cache, LGA1700, 35W), TRAY",Intel,14th,i3,LGA1700,4,8,2.7,35W,160.41,https://www.dateks.lv/cenas/procesori-intel/1064234-intel-core-i3-14100t-4c-8t-2-70-ghz-12mb-cache-lga1700-35w-tray,Dateks,Core i3-14100T,https://www.dateks.lv/images/pic/1200/1200/890/1577.jpg
"Intel Core i3-12100T (4C/8T, 2.20 GHz, 12MB Cache, LGA1700, 35W), TRAY",Intel,12th,i3,LGA1700,4,8,2.2,35W,160.82,https://www.dateks.lv/cenas/procesori-intel/864626-intel-core-i3-12100t-4c-8t-2-20-ghz-12mb-cache-lga1700-35w-tray,Dateks,Core i3-12100T,https://www.dateks.lv/images/pic/1200/1200/890/1577.jpg
"Intel Core i5-14400 (6P+4E/16T, 2.50 GHz, 20MB Cache, LGA1700, 65W), TRAY",Intel,14th,i5,LGA1700,10,16,2.5,65W,162.34,https://www.dateks.lv/cenas/procesori-intel/1051759-intel-core-i5-14400-6p-4e-16t-2-50-ghz-20mb-cache-lga1700-65w-tray,Dateks,Core i5-14400,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i3-13100T (4C/8T, 2.50 GHz 12 MB Cache, LGA1700, 35W), TRAY",Intel,13th,i3,LGA1700,4,8,3.4,60W,165.58,https://www.dateks.lv/cenas/procesori-intel/931416-intel-core-i3-13100t-4c-8t-2-50-ghz-12-mb-cache-lga1700-35w-tray,Dateks,Core i3-13100T,https://www.dateks.lv/images/pic/1200/1200/960/1449.jpg
